date,spot,net_gex,flip,call_wall,put_wall,call_wall_class,put_wall_class,pcr_oi_all,pcr_oi_near,net_vanna,net_charm
2023-01-19,275.15,-660151683.0,,300.0,,WEAK,REMOTE,1.396,0.866,355203297.0,1658106768.0
2023-01-20,282.68,-32317759.0,,280.0,,WEAK,REMOTE,1.391,0.822,375728566.0,1421769050.0
2023-01-23,288.96,258541104.0,297.69,280.0,,WEAK,REMOTE,1.632,1.049,344063693.0,559282140.0
2023-01-24,288.37,-135852166.0,,300.0,,WEAK,REMOTE,1.614,1.109,387833556.0,633685316.0
2023-01-25,287.73,-7223818.0,,300.0,,WEAK,REMOTE,1.622,1.124,376461816.0,895933977.0
2023-01-26,293.34,387287959.0,297.38,300.0,,WEAK,REMOTE,1.61,1.11,359349161.0,1028835122.0
2023-01-27,296.26,334538403.0,302.88,300.0,,WEAK,REMOTE,1.636,1.215,345446764.0,617411818.0
2023-01-30,290.27,-292629432.0,,300.0,,WEAK,REMOTE,1.682,1.467,389165849.0,812011573.0
2023-01-31,294.62,220069580.0,314.0,300.0,,WEAK,REMOTE,1.647,1.389,394046848.0,1011064774.0
2023-02-01,300.92,228147445.0,317.11,300.0,,WEAK,REMOTE,1.687,1.405,404492990.0,513686211.0
2023-02-02,311.72,431086278.0,314.12,300.0,,WEAK,REMOTE,1.675,1.275,293411553.0,829546918.0
2023-02-03,306.18,41001172.0,359.53,300.0,,WEAK,REMOTE,1.674,1.355,375607315.0,792796369.0
2023-02-06,303.59,-278681855.0,,300.0,,WEAK,REMOTE,1.692,1.264,373358866.0,668240864.0
2023-02-07,309.88,488397624.0,313.93,300.0,,WEAK,REMOTE,1.702,1.185,357647502.0,935683009.0
2023-02-08,304.37,-174996478.0,,300.0,,WEAK,REMOTE,1.712,1.338,386963533.0,924691645.0
2023-02-09,301.68,-311530656.0,,300.0,,WEAK,REMOTE,1.675,1.168,392330295.0,915556118.0
2023-02-10,299.7,-767010616.0,,300.0,,WEAK,REMOTE,1.687,1.617,396723201.0,782157962.0
2023-02-13,304.5,22053850.0,369.78,300.0,,WEAK,REMOTE,1.724,1.73,396047160.0,1139864025.0
2023-02-14,306.75,132748290.0,334.78,300.0,,WEAK,REMOTE,1.718,1.651,420423328.0,1515425716.0
2023-02-15,309.1,404567422.0,317.48,300.0,,WEAK,REMOTE,1.73,1.678,413991089.0,717434742.0
2023-02-16,303.3,-338094541.0,,310.0,,WEAK,REMOTE,1.71,1.647,424506328.0,2010283444.0
2023-02-17,301.16,-1048518092.0,,310.0,,WEAK,REMOTE,1.714,1.749,435845694.0,1188166156.0
2023-02-21,294.03,-957873446.0,,310.0,,WEAK,REMOTE,1.722,1.598,389499977.0,714582779.0
2023-02-22,294.25,-747257399.0,,300.0,,WEAK,REMOTE,1.723,1.477,411802643.0,853316282.0
2023-02-23,296.82,-408657323.0,,300.0,,WEAK,REMOTE,1.724,1.397,437021404.0,1071593979.0
2023-02-24,291.85,-1198573518.0,,300.0,,WEAK,REMOTE,1.704,1.384,420195695.0,497779137.0
2023-02-27,293.94,-529203479.0,,300.0,,WEAK,REMOTE,1.722,1.306,438633603.0,902214837.0
2023-02-28,293.56,-656601447.0,,300.0,,WEAK,REMOTE,1.728,1.377,445139104.0,980281986.0
2023-03-01,291.2,-993617530.0,,300.0,,WEAK,REMOTE,1.735,1.485,437696650.0,878048395.0
2023-03-02,293.61,-336440521.0,,300.0,,WEAK,REMOTE,1.694,1.269,464500779.0,1304945414.0
2023-03-03,299.68,407867312.0,309.41,300.0,,WEAK,REMOTE,1.699,1.457,471814415.0,698280154.0
2023-03-06,300.02,5942116.0,399.85,300.0,,WEAK,REMOTE,1.76,1.868,467182107.0,1055724237.0
2023-03-07,296.34,-702922648.0,,300.0,,WEAK,REMOTE,1.733,1.685,462843762.0,1091440695.0
2023-03-08,297.82,-287136679.0,,300.0,,WEAK,REMOTE,1.72,1.532,483343251.0,1281969694.0
2023-03-09,292.66,-953233387.0,,300.0,,WEAK,REMOTE,1.698,1.491,451181749.0,1288230132.0
2023-03-10,288.55,-1150239990.0,,300.0,,WEAK,REMOTE,1.646,1.291,416911598.0,986503047.0
2023-03-13,290.69,-618964409.0,,300.0,,WEAK,REMOTE,1.636,1.265,410670426.0,1440815085.0
2023-03-14,297.37,-44727555.0,,300.0,,WEAK,REMOTE,1.607,1.263,436872655.0,1579772760.0
2023-03-15,298.93,10425276.0,384.99,300.0,,WEAK,REMOTE,1.631,1.351,419771486.0,1762260347.0
2023-03-16,306.81,462535793.0,313.18,300.0,280.0,WEAK,WEAK,1.621,1.326,399155865.0,3108726898.0
2023-03-17,305.36,334724368.0,319.07,300.0,,WEAK,REMOTE,1.657,1.372,414160065.0,230303765.0
2023-03-20,305.97,93854457.0,349.07,300.0,,WEAK,REMOTE,1.786,1.464,402574346.0,878551323.0
2023-03-21,310.34,361871065.0,319.67,300.0,,WEAK,REMOTE,1.752,1.481,394035550.0,772127927.0
2023-03-22,306.12,139801241.0,339.41,300.0,,WEAK,REMOTE,1.731,1.48,433405890.0,1100951170.0
2023-03-23,309.75,76078724.0,359.04,300.0,,WEAK,REMOTE,1.754,1.58,417094188.0,1467381429.0
2023-03-24,310.89,93294751.0,349.93,300.0,,WEAK,REMOTE,1.766,2.133,435937495.0,914952682.0
2023-03-27,308.76,-102120175.0,,300.0,,WEAK,REMOTE,1.799,2.275,441128378.0,960532340.0
2023-03-28,307.12,-292096192.0,,300.0,,WEAK,REMOTE,1.786,2.11,457542773.0,1031982373.0
2023-03-29,312.72,396799109.0,320.8,300.0,,WEAK,REMOTE,1.806,2.238,424144652.0,1113536011.0
2023-03-30,315.68,796709768.0,316.49,300.0,,WEAK,REMOTE,1.815,2.27,414553424.0,1207581454.0
2023-03-31,320.93,976096071.0,320.58,300.0,,WEAK,REMOTE,1.837,2.375,371928160.0,1096401470.0
2023-04-03,320.15,173336738.0,344.84,300.0,,WEAK,REMOTE,1.756,2.288,396401433.0,833201601.0
2023-04-04,319.07,37797380.0,369.84,300.0,,WEAK,REMOTE,1.758,2.109,411345878.0,807718546.0
2023-04-05,315.92,-212614351.0,,320.0,,WEAK,REMOTE,1.758,1.826,428607819.0,892806362.0
2023-04-06,318.05,440933747.0,326.8,320.0,,WEAK,REMOTE,1.728,1.549,433947038.0,917755384.0
2023-04-10,317.87,253779827.0,334.84,300.0,,WEAK,REMOTE,1.742,1.39,414362353.0,786589554.0
2023-04-11,315.83,-144158352.0,,320.0,,WEAK,REMOTE,1.751,1.53,423753022.0,854329518.0
2023-04-12,313.04,-370500711.0,,320.0,,WEAK,REMOTE,1.74,1.458,445128848.0,883865288.0
2023-04-13,319.17,742846028.0,319.83,320.0,,WEAK,REMOTE,1.715,1.255,410684960.0,950148661.0
2023-04-14,318.57,325914020.0,333.75,320.0,,WEAK,REMOTE,1.744,1.715,436556512.0,763943856.0
2023-04-17,318.84,377042097.0,329.68,300.0,,WEAK,REMOTE,1.775,1.783,430402820.0,852942364.0
2023-04-18,318.86,415585034.0,329.22,320.0,,WEAK,REMOTE,1.785,1.783,446197279.0,1271593187.0
2023-04-19,318.71,261136686.0,335.68,320.0,300.0,WEAK,WEAK,1.78,1.753,453153788.0,1199523235.0
2023-04-20,316.28,-75869536.0,,320.0,300.0,WEAK,WEAK,1.773,1.722,456774443.0,1255071385.0
2023-04-21,316.61,-240016945.0,,320.0,,WEAK,REMOTE,1.809,1.818,486228159.0,1598646694.0
2023-04-24,315.95,-360012058.0,,320.0,,WEAK,REMOTE,1.819,1.705,455557253.0,838683000.0
2023-04-25,309.99,-1321484130.0,,320.0,,WEAK,REMOTE,1.825,1.716,434898680.0,915783407.0
2023-04-26,311.87,-457219457.0,,320.0,,WEAK,REMOTE,1.782,1.384,449653458.0,1071730080.0
2023-04-27,320.35,77477263.0,359.43,320.0,,WEAK,REMOTE,1.794,1.481,453701219.0,932310555.0
2023-04-28,322.56,691095358.0,323.72,320.0,,WEAK,REMOTE,1.824,2.049,436986679.0,756686210.0
2023-05-01,322.19,73107495.0,359.63,320.0,,WEAK,REMOTE,1.855,2.091,451195084.0,817090633.0
2023-05-02,319.38,-500426158.0,,320.0,,WEAK,REMOTE,1.855,2.12,450734679.0,937990808.0
2023-05-03,317.29,-540240244.0,,320.0,,WEAK,REMOTE,1.845,1.931,463088397.0,1166226428.0
2023-05-04,316.17,-600425830.0,,320.0,,WEAK,REMOTE,1.85,2.001,446923791.0,1381519555.0
2023-05-05,322.89,1222152508.0,322.8,320.0,300.0,WEAK,WEAK,1.855,1.863,444643957.0,980440702.0
2023-05-08,323.69,207581235.0,344.5,320.0,,WEAK,REMOTE,1.851,1.486,446921345.0,923897735.0
2023-05-09,321.64,-329818404.0,,320.0,,WEAK,REMOTE,1.863,1.515,454640105.0,921856026.0
2023-05-10,325.14,566901060.0,329.44,320.0,300.0,WEAK,WEAK,1.869,1.424,444360684.0,770836901.0
2023-05-11,326.2,554585868.0,330.19,320.0,300.0,WEAK,WEAK,1.862,1.429,439666801.0,1102298339.0
2023-05-12,325.03,526333391.0,329.99,320.0,300.0,WEAK,WEAK,1.857,1.707,462769604.0,1003334177.0
2023-05-15,326.79,668017630.0,329.47,320.0,300.0,WEAK,WEAK,1.884,1.766,432011677.0,812332472.0
2023-05-16,327.16,445156384.0,334.45,320.0,300.0,WEAK,WEAK,1.9,1.799,431750568.0,935910090.0
2023-05-17,331.12,949788788.0,330.79,315.0,300.0,WEAK,WEAK,1.918,1.805,396646518.0,764448839.0
2023-05-18,337.27,709791753.0,337.84,315.0,,WEAK,REMOTE,1.959,1.924,331987543.0,1327513899.0
2023-05-19,336.51,15623777.0,396.99,315.0,,WEAK,REMOTE,1.998,2.022,401179552.0,1430990962.0
2023-05-22,337.64,431352581.0,344.38,340.0,,WEAK,REMOTE,2.019,2.251,395659933.0,1046372580.0
2023-05-23,333.36,-528513036.0,,340.0,,WEAK,REMOTE,1.998,1.983,420231118.0,995521102.0
2023-05-24,331.65,-441074565.0,,340.0,,WEAK,REMOTE,1.968,1.571,420398876.0,1029186296.0
2023-05-25,339.72,615459983.0,341.01,340.0,,WEAK,REMOTE,1.971,1.674,355121889.0,550636881.0
2023-05-26,348.4,632532187.0,345.24,340.0,,WEAK,REMOTE,1.983,1.963,258584462.0,-182907338.0
2023-05-30,349.98,449319719.0,351.24,350.0,,WEAK,REMOTE,2.026,1.841,295956816.0,510217772.0
2023-05-31,347.99,-106979554.0,,350.0,,WEAK,REMOTE,2.044,1.849,346448522.0,951779850.0
2023-06-01,352.01,512169946.0,353.58,350.0,,WEAK,REMOTE,2.043,1.65,321770987.0,447486598.0
2023-06-02,354.65,788202211.0,354.29,350.0,,WEAK,REMOTE,2.05,1.825,310049349.0,331463569.0
2023-06-05,354.9,395940646.0,359.67,350.0,,WEAK,REMOTE,2.045,1.692,322689250.0,519504423.0
2023-06-06,354.84,104943514.0,377.52,350.0,,WEAK,REMOTE,2.028,1.861,345599617.0,545506640.0
2023-06-07,348.82,-396707855.0,,350.0,,WEAK,REMOTE,2.018,1.789,390969764.0,553615213.0
2023-06-08,353.15,302585735.0,364.04,350.0,,WEAK,REMOTE,1.989,1.518,394080708.0,1215121853.0
2023-06-09,354.5,659354428.0,355.25,350.0,,WEAK,REMOTE,2.014,1.685,384862147.0,632167753.0
2023-06-12,360.49,404063538.0,364.54,350.0,,WEAK,REMOTE,2.024,1.697,315871062.0,737341101.0
2023-06-13,363.26,491148897.0,364.57,360.0,,WEAK,REMOTE,2.039,1.774,301891290.0,780609117.0
2023-06-14,365.9,607977460.0,365.17,360.0,,WEAK,REMOTE,2.043,1.793,291923157.0,-231619074.0
2023-06-15,370.26,411137542.0,374.02,360.0,,WEAK,REMOTE,2.043,1.802,292175729.0,2639340518.0
2023-06-16,367.93,253748730.0,376.99,360.0,,WEAK,REMOTE,2.054,1.831,307629919.0,-2413501007.0
2023-06-20,366.9,-3274769.0,,360.0,,WEAK,REMOTE,2.16,1.934,328554828.0,858470745.0
2023-06-21,361.9,-967368075.0,,360.0,,WEAK,REMOTE,2.111,1.774,384566897.0,864543839.0
2023-06-22,366.17,230741208.0,379.39,360.0,,WEAK,REMOTE,2.109,1.734,357258131.0,942975871.0
2023-06-23,362.54,-453489193.0,,360.0,,WEAK,REMOTE,2.126,1.897,403513667.0,691758501.0
2023-06-26,357.68,-909824206.0,,360.0,,WEAK,REMOTE,2.126,1.905,401316659.0,786462772.0
2023-06-27,363.83,104812897.0,389.07,360.0,,WEAK,REMOTE,2.113,1.89,395341039.0,1155708469.0
2023-06-28,364.54,-148581054.0,,360.0,,WEAK,REMOTE,2.107,1.994,410351513.0,951125926.0
2023-06-29,363.81,-92622286.0,,360.0,,WEAK,REMOTE,2.095,1.968,401203398.0,1228405125.0
2023-06-30,369.42,538258804.0,371.49,360.0,,WEAK,REMOTE,2.119,2.147,358797200.0,1116179321.0
2023-07-03,370.29,349611951.0,376.67,360.0,,WEAK,REMOTE,2.154,2.106,358327769.0,722861661.0
2023-07-05,370.28,255594113.0,379.87,370.0,,WEAK,REMOTE,2.157,2.208,352080412.0,827925437.0
2023-07-06,367.46,-394753003.0,,370.0,,WEAK,REMOTE,2.16,2.251,366975675.0,1109171698.0
2023-07-07,366.24,-386797040.0,,370.0,330.0,WEAK,WEAK,2.169,2.023,404558235.0,779217612.0
2023-07-10,366.36,-272115480.0,,370.0,330.0,WEAK,WEAK,2.152,1.389,388516668.0,703231761.0
2023-07-11,368.17,167160733.0,384.76,370.0,,WEAK,REMOTE,2.138,1.367,372351075.0,859230737.0
2023-07-12,372.82,654754621.0,373.19,370.0,,WEAK,REMOTE,2.125,1.328,346900246.0,384127701.0
2023-07-13,379.15,789795913.0,378.39,370.0,,WEAK,REMOTE,2.162,1.556,283852110.0,507908710.0
2023-07-14,379.07,636550236.0,379.54,370.0,,WEAK,REMOTE,2.108,1.852,313693027.0,586922363.0
2023-07-17,382.61,455531461.0,384.58,360.0,,WEAK,REMOTE,2.099,1.767,297051050.0,813300762.0
2023-07-18,385.74,576496953.0,385.63,370.0,,WEAK,REMOTE,2.078,1.808,278685226.0,932504673.0
2023-07-19,385.65,408577964.0,389.49,370.0,,WEAK,REMOTE,2.07,1.785,306030790.0,1449053253.0
2023-07-20,376.76,-250019264.0,,360.0,,WEAK,REMOTE,2.069,1.728,341533282.0,829654152.0
2023-07-21,375.63,-121225850.0,,370.0,,WEAK,REMOTE,2.067,1.746,374665650.0,-35522764.0
2023-07-24,376.23,-441818892.0,,370.0,,WEAK,REMOTE,2.049,1.38,364848801.0,794318515.0
2023-07-25,378.78,-129794395.0,,380.0,,WEAK,REMOTE,2.11,1.415,374469852.0,877172835.0
2023-07-26,377.52,-468472704.0,,380.0,,WEAK,REMOTE,2.082,1.361,411645806.0,996797996.0
2023-07-27,376.62,-267892335.0,,380.0,,WEAK,REMOTE,2.058,1.24,391968857.0,1192987260.0
2023-07-28,383.48,312320852.0,393.0,380.0,,WEAK,REMOTE,2.075,1.408,364793502.0,913324983.0
2023-07-31,383.68,203631742.0,399.5,370.0,,WEAK,REMOTE,2.095,1.307,368307579.0,638531401.0
2023-08-01,382.79,61965269.0,419.18,400.0,,WEAK,REMOTE,2.137,1.403,387680176.0,815517642.0
2023-08-02,374.39,-885220456.0,,400.0,,WEAK,REMOTE,2.147,1.505,373486607.0,421707046.0
2023-08-03,373.79,-851337947.0,,380.0,,WEAK,REMOTE,2.104,1.303,421928398.0,1573242922.0
2023-08-04,372.04,-1322310737.0,,380.0,,WEAK,REMOTE,2.101,1.387,410885592.0,760388332.0
2023-08-07,375.19,-493337798.0,,400.0,,WEAK,REMOTE,2.133,1.314,418799371.0,790772183.0
2023-08-08,372.0,-1199578167.0,,400.0,,WEAK,REMOTE,2.153,1.458,415517843.0,765272169.0
2023-08-09,367.91,-1222676292.0,,370.0,,WEAK,REMOTE,2.138,1.479,407733571.0,801039442.0
2023-08-10,368.59,-884243587.0,,370.0,,WEAK,REMOTE,2.087,1.263,434802063.0,1184675676.0
2023-08-11,366.24,-1131410434.0,,370.0,330.0,WEAK,WEAK,2.066,1.619,430055501.0,817040812.0
2023-08-14,370.35,-332803290.0,,370.0,,WEAK,REMOTE,2.069,1.588,424145762.0,749473294.0
2023-08-15,366.42,-1157247502.0,,370.0,330.0,WEAK,WEAK,2.07,1.601,423157162.0,893964209.0
2023-08-16,362.54,-1611034060.0,,370.0,330.0,WEAK,WEAK,2.042,1.577,402848389.0,873368358.0
2023-08-17,358.58,-1704528036.0,,370.0,330.0,WEAK,WEAK,2.006,1.395,376385159.0,727536048.0
2023-08-18,358.13,-1751821231.0,,370.0,330.0,WEAK,WEAK,1.973,1.404,411304939.0,954709967.0
2023-08-21,363.9,-353686838.0,,370.0,330.0,WEAK,WEAK,2.058,1.579,426332283.0,873967582.0
2023-08-22,363.38,-631535657.0,,370.0,330.0,WEAK,WEAK,2.064,1.609,433249059.0,959450652.0
2023-08-23,369.11,-155332531.0,,370.0,,WEAK,REMOTE,2.049,1.614,437674270.0,1105943263.0
2023-08-24,361.22,-1393278584.0,,370.0,330.0,WEAK,WEAK,2.074,1.877,429788716.0,807482967.0
2023-08-25,364.02,-621095401.0,,370.0,330.0,WEAK,WEAK,2.05,1.782,483522756.0,1076942213.0
2023-08-28,366.76,-42127439.0,,370.0,350.0,PRIMARY,WEAK,2.016,1.544,471927382.0,882520987.0
2023-08-29,374.77,421799895.0,383.88,370.0,350.0,PRIMARY,WEAK,2.037,1.72,430759267.0,480168253.0
2023-08-30,376.86,487836949.0,384.33,370.0,350.0,WEAK,WEAK,2.029,1.872,447565910.0,712876994.0
2023-08-31,377.99,405702861.0,388.84,370.0,350.0,WEAK,WEAK,2.015,1.747,462627510.0,600216202.0
2023-09-01,377.59,155896481.0,401.33,370.0,350.0,WEAK,WEAK,1.982,1.631,501101233.0,1002082655.0
2023-09-05,378.07,170938002.0,399.95,370.0,350.0,WEAK,WEAK,1.986,1.349,473394059.0,1086668390.0
2023-09-06,374.74,-584857324.0,,370.0,350.0,WEAK,WEAK,1.99,1.398,481220773.0,959123770.0
2023-09-07,372.06,-719041741.0,,370.0,350.0,WEAK,WEAK,1.993,1.477,492433958.0,1081122162.0
2023-09-08,372.58,-284693388.0,,370.0,350.0,WEAK,WEAK,1.969,1.85,508021653.0,803478230.0
2023-09-11,376.97,398372975.0,387.84,370.0,350.0,WEAK,WEAK,1.967,1.858,471239358.0,855226097.0
2023-09-12,372.79,-880426975.0,,370.0,350.0,WEAK,WEAK,1.987,1.908,482485870.0,905532797.0
2023-09-13,374.21,-229997550.0,,380.0,350.0,WEAK,WEAK,1.979,1.894,503816269.0,850198284.0
2023-09-14,377.27,282197975.0,394.16,370.0,350.0,WEAK,WEAK,1.986,1.906,499457044.0,662508686.0
2023-09-15,370.81,-1142709040.0,,370.0,350.0,WEAK,WEAK,2.01,1.974,517136582.0,880531826.0
2023-09-18,370.66,-509491532.0,,400.0,,WEAK,REMOTE,1.958,1.436,495383814.0,932781578.0
2023-09-19,369.87,-667359950.0,,400.0,,WEAK,REMOTE,1.964,1.474,502041465.0,991033554.0
2023-09-20,364.54,-1178133024.0,,400.0,350.0,WEAK,WEAK,1.962,1.442,469160256.0,407393923.0
2023-09-21,357.86,-1491815003.0,,370.0,350.0,WEAK,WEAK,1.892,1.092,387633719.0,-17393137.0
2023-09-22,357.91,-1353515999.0,,370.0,350.0,WEAK,WEAK,1.871,1.431,438745949.0,850143020.0
2023-09-25,359.61,-865055834.0,,370.0,350.0,WEAK,WEAK,1.921,1.737,439943253.0,818536782.0
2023-09-26,354.21,-1497049842.0,,370.0,350.0,WEAK,WEAK,1.928,1.782,368942666.0,455926973.0
2023-09-27,355.04,-1436527524.0,,370.0,350.0,WEAK,WEAK,1.872,1.46,414885463.0,1057559700.0
2023-09-28,358.01,-562266561.0,,370.0,350.0,WEAK,WEAK,1.829,1.384,451481331.0,1317634954.0
2023-09-29,358.27,-796099110.0,,370.0,350.0,WEAK,WEAK,1.806,1.385,477017505.0,894174262.0
2023-10-02,361.26,-370114461.0,,370.0,345.0,WEAK,WEAK,1.823,1.356,477592220.0,845618997.0
2023-10-03,354.92,-1595044102.0,,370.0,345.0,WEAK,WEAK,1.818,1.374,414246839.0,805668412.0
2023-10-04,359.75,-298249405.0,,370.0,345.0,WEAK,WEAK,1.8,1.39,474085071.0,1134934523.0
2023-10-05,358.69,-783882816.0,,370.0,345.0,WEAK,WEAK,1.812,1.477,476733280.0,1317167286.0
2023-10-06,364.7,112982277.0,401.47,370.0,345.0,WEAK,WEAK,1.791,1.445,502403341.0,562409815.0
2023-10-09,366.56,84491675.0,409.13,370.0,345.0,WEAK,WEAK,1.821,1.497,496357772.0,909761125.0
2023-10-10,368.59,289207960.0,389.12,370.0,345.0,WEAK,WEAK,1.824,1.4,500417057.0,975342419.0
2023-10-11,371.22,178388677.0,399.38,370.0,345.0,WEAK,WEAK,1.823,1.417,512236151.0,1057386207.0
2023-10-12,369.93,-399984773.0,,370.0,345.0,WEAK,WEAK,1.817,1.369,523103432.0,1546766689.0
2023-10-13,365.28,-848609538.0,,380.0,345.0,WEAK,WEAK,1.839,1.602,510045255.0,1015304518.0
2023-10-16,369.41,95082066.0,405.06,380.0,345.0,WEAK,WEAK,1.82,1.527,497689995.0,1220306506.0
2023-10-17,368.2,-716747122.0,,380.0,345.0,WEAK,WEAK,1.868,1.663,502193760.0,1477262974.0
2023-10-18,363.37,-1029197566.0,,380.0,345.0,WEAK,WEAK,1.858,1.675,471526308.0,1836502489.0
2023-10-19,359.97,-1117105689.0,,380.0,345.0,WEAK,WEAK,1.828,1.566,450871542.0,1805664179.0
2023-10-20,354.6,-2094501529.0,,380.0,345.0,WEAK,WEAK,1.805,1.471,396109502.0,1184981718.0
2023-10-23,355.67,-934924796.0,,380.0,345.0,WEAK,WEAK,1.775,1.066,421048674.0,1123252550.0
2023-10-24,359.13,-420179620.0,,380.0,345.0,WEAK,WEAK,1.767,1.069,467351524.0,1234117390.0
2023-10-25,350.34,-1435868111.0,,380.0,345.0,WEAK,WEAK,1.77,1.185,365528234.0,219028145.0
2023-10-26,343.66,-1585115292.0,,,345.0,REMOTE,WEAK,1.731,0.97,301741718.0,815160960.0
2023-10-27,345.31,-1144104279.0,,,345.0,REMOTE,WEAK,1.663,0.951,364009351.0,878199100.0
2023-10-30,349.2,-753428545.0,,380.0,345.0,WEAK,WEAK,1.707,1.138,391310833.0,1067270967.0
2023-10-31,350.87,-515420705.0,,380.0,345.0,WEAK,WEAK,1.69,1.149,416851532.0,1154501785.0
2023-11-01,356.96,52129605.0,409.18,380.0,345.0,WEAK,WEAK,1.714,1.295,440457564.0,609170439.0
2023-11-02,363.44,173777673.0,391.95,380.0,345.0,WEAK,WEAK,1.711,1.321,467304082.0,1302153378.0
2023-11-03,367.71,679371507.0,369.99,380.0,345.0,WEAK,WEAK,1.722,1.528,466323814.0,332706424.0
2023-11-06,369.21,465005525.0,379.65,380.0,345.0,WEAK,WEAK,1.729,1.616,487373269.0,959179967.0
2023-11-07,372.7,537707277.0,379.83,380.0,345.0,WEAK,WEAK,1.741,1.752,471156443.0,962229161.0
2023-11-08,372.94,197200452.0,396.9,380.0,345.0,WEAK,WEAK,1.751,2.027,493206067.0,1161114650.0
2023-11-09,370.07,-551544448.0,,380.0,345.0,WEAK,WEAK,1.735,1.793,495577236.0,1213093753.0
2023-11-10,378.39,896754073.0,379.6,380.0,345.0,WEAK,WEAK,1.745,1.55,438383011.0,776269826.0
2023-11-13,377.21,433038953.0,388.21,380.0,345.0,WEAK,WEAK,1.732,1.467,451666910.0,967291647.0
2023-11-14,385.33,1137424867.0,383.19,380.0,,WEAK,REMOTE,1.738,1.481,366732862.0,68958363.0
2023-11-15,385.62,611289812.0,391.21,400.0,,WEAK,REMOTE,1.709,1.503,440545577.0,1736289628.0
2023-11-16,385.95,698072335.0,389.62,380.0,,WEAK,REMOTE,1.73,1.559,429806638.0,1886805839.0
2023-11-17,386.04,644058849.0,389.88,400.0,,WEAK,REMOTE,1.747,1.567,446777346.0,1444378439.0
2023-11-20,390.74,723082044.0,391.62,400.0,,WEAK,REMOTE,1.778,1.507,349596480.0,660334343.0
2023-11-21,388.47,276953847.0,401.12,400.0,,WEAK,REMOTE,1.781,1.409,401505217.0,1008114377.0
2023-11-22,390.06,1216818559.0,389.58,400.0,,WEAK,REMOTE,1.774,1.335,398328091.0,841029940.0
2023-11-24,389.51,510282242.0,394.97,400.0,,WEAK,REMOTE,1.805,1.346,421517612.0,902858481.0
2023-11-27,389.17,238268298.0,404.07,400.0,,WEAK,REMOTE,1.822,1.232,385028665.0,703509128.0
2023-11-28,390.19,323504379.0,399.95,400.0,,WEAK,REMOTE,1.83,1.46,396920584.0,778610740.0
2023-11-29,389.81,236816527.0,404.83,400.0,360.0,WEAK,WEAK,1.817,1.444,406025564.0,836669314.0
2023-11-30,388.83,23752655.0,446.94,400.0,360.0,WEAK,PRIMARY,1.821,1.354,436632339.0,1271568071.0
2023-12-01,389.94,720084878.0,393.89,400.0,360.0,WEAK,PRIMARY,1.839,1.455,420320758.0,672175834.0
2023-12-04,386.32,-258576759.0,,400.0,360.0,WEAK,WEAK,1.837,1.241,436398437.0,877080179.0
2023-12-05,387.29,368017151.0,399.64,400.0,360.0,PRIMARY,WEAK,1.832,1.324,436794408.0,935986801.0
2023-12-06,385.05,-267767385.0,,400.0,360.0,PRIMARY,WEAK,1.827,1.317,447418509.0,1064524489.0
2023-12-07,390.43,655647633.0,394.99,400.0,360.0,WEAK,WEAK,1.83,1.231,415526029.0,1245165061.0
2023-12-08,392.17,717405595.0,395.4,400.0,360.0,PRIMARY,WEAK,1.846,1.664,429511147.0,1091028026.0
2023-12-11,395.52,902058780.0,395.7,400.0,360.0,PRIMARY,WEAK,1.829,1.644,341032466.0,719334689.0
2023-12-12,398.67,1242033416.0,396.31,400.0,360.0,WEAK,WEAK,1.852,1.694,322921131.0,143017201.0
2023-12-13,403.74,1061102830.0,402.91,400.0,,WEAK,REMOTE,1.842,1.698,301547652.0,1507277736.0
2023-12-14,403.39,857040516.0,404.01,400.0,,WEAK,REMOTE,1.846,1.773,330457805.0,2313126374.0
2023-12-15,405.34,914377930.0,404.84,400.0,,WEAK,REMOTE,1.863,1.798,319012889.0,1458415535.0
2023-12-18,407.08,651343432.0,407.34,400.0,,WEAK,REMOTE,1.927,2.059,282883470.0,631390154.0
2023-12-19,409.16,607241221.0,409.45,400.0,,WEAK,REMOTE,1.91,2.182,265105303.0,668295740.0
2023-12-20,403.08,-399259195.0,,400.0,,WEAK,REMOTE,1.864,2.085,341308240.0,744659077.0
2023-12-21,407.77,564590373.0,410.45,400.0,,WEAK,REMOTE,1.826,1.619,325180324.0,1092806994.0
2023-12-22,408.38,321550526.0,416.59,400.0,,WEAK,REMOTE,1.863,1.876,328137390.0,735845092.0
2023-12-26,410.88,879905167.0,410.31,400.0,,WEAK,REMOTE,1.854,1.787,277426823.0,541736855.0
2023-12-27,411.5,757971736.0,409.49,399.78,,WEAK,REMOTE,1.861,1.816,264227732.0,142840332.0
2023-12-28,411.3,1626207199.0,411.85,399.78,,WEAK,REMOTE,1.861,1.932,450794338.0,986603457.0
2023-12-29,409.52,841613117.0,414.93,400.0,,WEAK,REMOTE,1.89,1.889,580595210.0,1239330398.0
2024-01-02,402.59,-703506153.0,,399.78,379.78,WEAK,WEAK,2.018,1.601,377405579.0,524651604.0
2024-01-03,398.33,-862423203.0,,399.78,379.78,WEAK,WEAK,1.945,1.264,394076623.0,328273171.0
2024-01-04,396.28,-565158169.0,,399.78,379.78,WEAK,WEAK,1.903,1.083,418535920.0,811409067.0
2024-01-05,396.75,-383598744.0,,399.78,379.78,WEAK,WEAK,1.902,1.18,445006082.0,709785420.0
